investor_firm,source_portfolio_url,portfolio_company,portfolio_company_website,industry,niche,business_model,customer_type,geography,recurring_revenue_signal,service_criticality_signal,fragmentation_signal,acquisition_search_context,gb_relevance,follow_up_research_needed,source_confidence,curation_status
M2O Inc.,https://www.m2oinc.com/our-portfolio/,MST Services,https://www.mstservices.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,NCFDD,https://www.facultydiversity.org/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Nirvana Risk Partners,http://www.nirvanarisks.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Nuqleous,https://nuqleous.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Ocozzio,https://ocozzio.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,OneSource,https://www.onesource.net/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,P&S Machining,https://psmachine.com/index.html,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Paragon,http://paragonlegal.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Powder Mountain,https://www.powdermountain.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Prime AE,https://www.primeeng.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,QCSS,https://qcsshealth.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Raptor,https://raptortech.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,RCM,https://www.rcmt.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Recurve,https://www.recurve.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Rentandes,https://www.rentandes.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,RescueStat,https://rescuestat.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Revolution,https://revolutiones.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,RPM,https://reliablepremium.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Sayres,https://www.sayresdefense.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Scottish American,#,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Systato,https://www.systato.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Stage2Data,https://stage2data.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Stealth Monitoring,https://stealthmonitoring.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Subatomic Digital,https://www.subatomicdigital.com/ ,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Sunrun,https://www.sunrun.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Swoogo,https://swoogo.events/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Sylmar Group,https://www.sylmargrp.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Tax Cloud,https://taxcloud.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,The Predictive Index,https://www.predictiveindex.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,The Village,http://www.thevillageatsouthcampus.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Therapydia,https://www.therapydia.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,TopQuadrant,https://www.topquadrant.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,TrueMed IT,https://www.truemedit.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,TruMed,https://trumedsystems.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Trumpet,https://tbh.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Unleashed Technologies,https://www.unleashed-technologies.com ,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Upper Hand,https://upperhand.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Veri-tax,https://veri-tax.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Virtual Officeware,https://vowhs.com/ ,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,VRI,https://vricares.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Water Babies,https://waterbabies.co.uk/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Windley Ely,https://www.windleyely.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Wu Consulting,https://www.wuconsulting.com/index.html,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
M2O Inc.,https://www.m2oinc.com/our-portfolio/,Xiltrix,https://xiltrix.com/,Unknown from approved source,Sample Investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Sample Investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,4Ever Young,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,AC Energy Systems,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,AdComp,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,Allied Electric,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,APA Medical,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,Apollo Behavioral Services,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,ArborOne,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,AutoHub,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,Chesapeake Technologies,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
Aspect Investors,https://www.aspectinvestors.com/operating-companies/,Choice Water Solutions,,Unknown from approved source,Operating companies / legacy investments,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Operating companies / legacy investments; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",Medium,source_complete_unfiltered
